sample_id,master_seed,eps,ic_corr_length,ic_spectral_decay,mobility_corr_length,mobility_spectral_decay,mobility_mean_empirical,split
0,42,0.047502324726647255,0.18664800014514848,3.7531850092196914,0.15100932698432307,3.927205764053655,0.9977819919586182,ood_test
1,42,0.03402472339855527,0.0569673344673031,3.1910200191922744,0.15064794163907896,3.2540874171965006,0.9998459815979004,train
2,42,0.02213717608738126,0.1565239584343029,2.1436009291124645,0.08917322812150329,3.8203872685974014,1.0031639337539673,train
3,42,0.042917986029522334,0.19570041562856128,3.425940810291185,0.09215589797173557,2.5263385635907682,1.0005028247833252,val
4,42,0.020527025062743256,0.1987760868208846,3.6648565383398894,0.18245182000972426,3.873737007954884,1.0018744468688965,train
5,42,0.027590616564337422,0.06106968654412938,2.8763246940028466,0.16047573011898228,3.1792229702887274,0.9984897375106812,train
6,42,0.03908556837518771,0.11358072920294982,3.0288122897182,0.09490922203795622,2.711596429942059,0.9996897578239441,test
7,42,0.020047374381246607,0.063913675339805,3.798085424001776,0.1853596750200726,3.689787606377626,0.998091995716095,test
8,42,0.04128969963939043,0.19806511798929566,3.6103010967697795,0.0897982485102969,3.808098619931119,1.0026885271072388,train
9,42,0.02894909679763582,0.15130796367342667,3.6441209363480125,0.11745808405623615,3.620021697426325,1.0009711980819702,test
10,42,0.029897981397164583,0.07782850891163408,3.4899348611200507,0.18714098213798475,3.8259458286767556,0.9990513920783997,train
11,42,0.045649457582369296,0.16965276978584415,3.7889794356618776,0.1866401972299695,2.9392544083001133,0.9991878271102905,ood_test
12,42,0.028669284326465077,0.14090031508956927,3.1168445557703395,0.1526233585522846,3.31381570201121,1.0010653734207153,train
13,42,0.022171707442354117,0.09893248563959084,2.6950434297616157,0.15528587704344426,3.994658013235217,1.0035394430160522,test
14,42,0.04109343277140943,0.16528778633266497,3.812323091345653,0.16219386499022825,3.2448672332939417,1.002449870109558,train
15,42,0.027461239213151495,0.10281488895191512,2.783780796440954,0.1164189644804218,3.490378787865355,1.000078558921814,train
16,42,0.02465091017603724,0.09264661010920083,2.794666761065659,0.09519117660776595,3.1737629494906336,0.9990216493606567,val
17,42,0.026032583375091994,0.13015278003148206,3.4973900237072417,0.0815485619624159,2.8848217810392085,1.0002069473266602,train
18,42,0.03407906520715383,0.11193279447780902,2.009959472023187,0.1128311051607482,2.973019790537793,1.0005768537521362,val
19,42,0.034136275256479214,0.11175792981990909,2.3666149446775053,0.15408833864235552,2.60376207622975,1.0001463890075684,train
20,42,0.041689245163138725,0.17765201633842292,2.4162834347416267,0.13792401973062393,3.8832034391969104,0.9982813596725464,train
21,42,0.04885188007374864,0.17682680233533404,2.160347369030397,0.16549279548318013,2.658187511490698,0.9980745315551758,ood_test
22,42,0.031014362630494407,0.18795563086713918,2.8978154971967105,0.15434136988919006,2.511329409132071,1.0000512599945068,train
23,42,0.02551813555547424,0.11218412656375548,2.235385739489074,0.16856422701852136,2.618701280792356,1.0008318424224854,test
24,42,0.032503922965473324,0.1478967536632858,3.8488407793457498,0.10601089626203318,2.8673955775992983,1.0000600814819336,train
25,42,0.04132667956625686,0.08574657681172015,2.874449312203174,0.17364523980426289,3.7994195089665546,1.0029844045639038,train
26,42,0.020002808658218282,0.08518452166553679,2.7183265718671397,0.13348027481517297,2.7888107332595466,0.9996157884597778,train
27,42,0.038965878413254815,0.06779741029484397,2.4318352402633323,0.15844455357918635,3.434589743335669,1.0011069774627686,val
28,42,0.022222735490133982,0.08119387753618224,2.8519875808112904,0.12034938948633497,3.420105372815836,1.0015950202941895,train
29,42,0.04040425367192958,0.1901909781613998,2.509218809762442,0.09886445931894812,2.5866952142834347,1.000549077987671,train
30,42,0.04430469831664826,0.10003374145420861,3.34554214338942,0.14672751350185692,2.695275414109641,1.0006192922592163,ood_test
31,42,0.02593215000607222,0.1563216198700819,3.256016150232159,0.190980961716055,3.1031741463589633,1.0018310546875,val
32,42,0.0363607372120787,0.19816314063812324,3.064888966127297,0.13739976119193809,3.714474368143168,0.9991706609725952,train
33,42,0.030215569619628065,0.14805347895761625,2.897275775265859,0.1882940705668496,3.3867990940895853,0.9967429041862488,train
34,42,0.02444757333255639,0.08666187485040909,2.1017524778914742,0.17789615065600944,2.8388196584125094,0.9992948174476624,val
35,42,0.020138462559044855,0.13551057803048233,3.7633302695215813,0.09636194704460449,2.9885341578906335,1.001206398010254,val
36,42,0.028096544674775015,0.1954832634565139,2.89164667046565,0.17564861332062284,2.8187590177696342,0.998833417892456,train
37,42,0.04997513828036056,0.06599166880025084,3.5350534203209705,0.10914866209608813,2.5524074733255806,0.9995111227035522,ood_test
38,42,0.03502970952898944,0.08419829224093038,3.397955789755807,0.180465376940952,3.926925783581999,0.9976680874824524,train
39,42,0.027123913949930006,0.08586426353853689,3.7580193428278634,0.18328845270166252,3.7732654042541185,0.9988277554512024,train
40,42,0.023895790083922744,0.1264613556074656,3.429119804398466,0.19320483447558995,3.205267010910978,1.001334309577942,train
41,42,0.02812429644112034,0.19814108203258624,3.2098429129617347,0.1853695545171991,3.856797769911877,1.0003104209899902,test
42,42,0.0497148715356355,0.058976763595416024,2.932769834889015,0.16215772315416616,3.281116376822638,0.995752215385437,ood_test
43,42,0.041371469598476006,0.17817109240010515,3.39368983309127,0.08319126130265708,2.599968865919128,1.0015525817871094,train
44,42,0.04426146256351951,0.08375195471606697,2.2150069431934143,0.11094747000029885,3.2989893161815615,0.999483048915863,ood_test
45,42,0.023175833394244685,0.1420574328785586,3.5821864909424246,0.15655225283158547,3.184572494058131,0.9994657635688782,train
46,42,0.04070771224282367,0.19058965544387757,2.8072816819101414,0.1566671407506984,2.7570750046432364,1.0007191896438599,train
47,42,0.045242595192394944,0.08565566781794268,3.5715095113842104,0.18718992197160722,3.785205164053897,0.9999508857727051,ood_test
48,42,0.04074816371388141,0.15137597649144854,2.6715193278043667,0.1455413150176691,3.000963336567885,0.9980038404464722,val
49,42,0.03576923825985488,0.12068925003341799,2.6946060066490776,0.09883987061072363,2.6547344277326905,0.9999635815620422,train
50,42,0.03323375551748828,0.07174147889682268,3.4181658389214276,0.13714008775532438,3.3908260722101566,1.0010178089141846,train
51,42,0.0330149846745314,0.11945486761055389,2.903136210263908,0.13753291069479245,3.6969510766859788,0.9977390170097351,train
52,42,0.035886084232057656,0.1734652119392916,2.7546985549841683,0.08055740886428223,3.548698079954515,0.9997371435165405,train
53,42,0.03882537419390526,0.052073648186683974,2.1220985627348083,0.14215721021657485,3.53291843517432,0.9981935024261475,train
54,42,0.04530612578750989,0.16527951457686413,2.992863892083702,0.15278331767640407,2.672213211307103,0.9981508851051331,ood_test
55,42,0.03365677781889266,0.10405032859642371,3.2743724301452373,0.16651222133230095,3.2996365121545974,0.9989370107650757,val
56,42,0.03615078354145448,0.1306788705917724,2.4439320767723576,0.16037149444829407,3.499927082921805,1.0020723342895508,val
57,42,0.046564920219057934,0.09203701055306548,3.014859595880464,0.1749912081674806,3.245687471593219,1.0014535188674927,ood_test
58,42,0.04838110510688992,0.050414769455351637,2.2963716803362457,0.15205018463214193,2.5003140446350867,0.999120831489563,ood_test
59,42,0.043535222216907574,0.10673734778328109,3.0649122159702182,0.14077898060519026,3.975715103461246,1.00030517578125,val
60,42,0.020302911058908475,0.09307351650036433,2.048336312605074,0.089997913070216,3.8298964169895857,0.9996837377548218,val
61,42,0.035880677477518844,0.09955689262799454,3.3387256612941574,0.14008128209421472,3.041612237731373,1.0014374256134033,train
62,42,0.046936082904241866,0.15317471015670595,3.595440600451568,0.08666441993643333,3.4567919482788128,0.9984656572341919,ood_test
63,42,0.04655628857420859,0.1615540969029363,3.6903920175294376,0.16861282392244908,2.572036901835043,0.9991015195846558,ood_test
64,42,0.03553206379258561,0.09573323208744686,2.2377818613396974,0.1364167669063313,3.7623082109653843,0.9991512298583984,train
65,42,0.04789675869554283,0.1775614280349893,3.9752473965447277,0.13615730954014083,2.5936872921504266,1.0000128746032715,ood_test
66,42,0.025536252859041656,0.15190673474156255,3.519385672787131,0.1214004099787315,3.727611115953991,0.9985436797142029,val
67,42,0.030575636510644905,0.16791906396958056,2.9903008986299007,0.1762268206069715,3.1442649804621583,0.9992471933364868,train
68,42,0.02591829659615113,0.14896599364728186,2.932407754322014,0.18943200894551027,2.8349947164028544,1.0021988153457642,train
69,42,0.041280375840152636,0.14353109907630324,3.9819584602912763,0.1764926024616385,3.0643657347991677,0.9973809719085693,train
70,42,0.03287375165589988,0.1314260516810199,3.0848053979415377,0.1431298036989577,3.472456511220029,0.9971426725387573,train
71,42,0.04404378058810435,0.07308795384976947,2.0952691605881033,0.10383305623940506,2.679381237537479,1.00160551071167,ood_test
72,42,0.0320492096733095,0.05359504934031881,3.0712360911795766,0.18873669327432593,2.8470830823372553,0.9997000098228455,val
73,42,0.039639931858845984,0.07724076115946996,3.8372083154131165,0.10280709714428489,3.545582041751152,0.9998996257781982,train
74,42,0.028164464333304252,0.17401933017650625,3.5094799554438043,0.12273333177729165,2.8609103023163547,0.9980162382125854,test
75,42,0.0230507037190562,0.15268944046445423,3.3842880073249595,0.12321411587591563,2.9351102078282287,0.9987901449203491,train
76,42,0.04022215663257384,0.1969422585681166,2.1525237750932886,0.18661468476502308,2.7904304092013574,0.9993680119514465,val
77,42,0.041449496321546236,0.06569106041230831,2.26314916202758,0.09477789158172145,2.579512852738802,1.0005168914794922,train
78,42,0.042720342742501416,0.07497538837423474,2.323576419826831,0.10444945460923212,3.5469276177120657,0.9953968524932861,val
79,42,0.02512374521818271,0.18934291135059944,2.980822913175982,0.11688283684763993,3.2189826101847157,1.0012896060943604,train
80,42,0.04801082778444537,0.19087018968634195,2.2172860992580814,0.1964793754098172,2.912154243698561,1.0002586841583252,ood_test
81,42,0.04622749558669471,0.11231288790774979,2.697945191942612,0.09055832384044754,2.583781602897711,0.9999934434890747,ood_test
82,42,0.036538330692359594,0.1890608143453958,2.5957719773966215,0.15236218018953068,3.8293942490920045,1.0003464221954346,val
83,42,0.036378582353026774,0.07470052150973193,2.1323335577767337,0.10848223849876039,3.7784142024896523,1.0024526119232178,train
84,42,0.033527107083817335,0.17445704697502928,3.634426708087314,0.08080779418763623,3.1761776457884467,0.9980553388595581,train
85,42,0.035350246079994596,0.15410964150176165,3.712822829326199,0.15330811675983957,2.9745468814545823,0.9985612630844116,train
86,42,0.035379112899690056,0.054559526915301616,2.126695378444837,0.17843959941285248,2.8952945644409396,0.9998584985733032,test
87,42,0.039541621447546194,0.12955650127938423,2.9853869866981064,0.11120209383910895,3.9977058085510224,1.0000741481781006,train
88,42,0.042243591084282744,0.12459171584730729,3.8562023972298274,0.189765332331302,3.2757500490995013,0.9983969926834106,train
89,42,0.03605738600817451,0.19025346925279096,3.960749108939128,0.11862555561808902,3.692074368340955,1.0012911558151245,train
90,42,0.028863027792844158,0.10430711002691742,3.5016601189930183,0.11691867706291052,2.7858563415075555,1.000281572341919,train
91,42,0.029088359001268313,0.13900111956460104,3.526524176897637,0.16955962886065293,2.666670595466689,1.0011616945266724,train
92,42,0.0211941183621754,0.13312299466674798,2.9588405052072293,0.10804450745051428,3.502173039084471,1.0011842250823975,train
93,42,0.03978937129018955,0.15835346401141875,2.1175625297108915,0.11281597361492492,2.8670547633272965,1.0005238056182861,val
94,42,0.04679515110126914,0.17614757207570475,2.690848241205655,0.12319894836497308,2.53978412291889,0.9997631311416626,ood_test
95,42,0.04039248021929308,0.10715405366962799,2.303040112802006,0.09729657657643861,3.9718907097933887,0.9996388554573059,train
96,42,0.03172032834286073,0.15281099775604612,2.4500156981303185,0.10811498227923352,2.9964269253987137,0.9988213181495667,test
97,42,0.03238580987364536,0.1947893958250012,3.8055547780713894,0.13723391996306383,3.6209541654607054,0.9990070462226868,train
98,42,0.04282424809497663,0.15014295781448964,3.993125041983503,0.19013485500268085,3.046301654343793,1.002228021621704,train
99,42,0.03949654404908355,0.1900359593005374,3.55424435132179,0.1815065208282147,2.898212176558522,1.001155138015747,val
100,42,0.03916386726695129,0.1841987419098547,3.6377504298521504,0.13102104466303494,3.417255296160488,1.0036234855651855,train
101,42,0.02121362281309978,0.08950337389790325,2.4835947081793255,0.11769151149565568,3.1501703060932322,0.9967966079711914,test
102,42,0.03183033823652988,0.16153289815506827,2.4742517223646363,0.19504350438858403,2.822131270041144,0.9973220825195312,train
103,42,0.03091576446352976,0.1572537624217928,2.8196727920265214,0.08793648172901435,3.835024123864865,1.0013624429702759,val
104,42,0.03083063004655295,0.11689834448707688,2.6492245333628976,0.1091643060568213,2.838753015556249,0.9990466237068176,train
105,42,0.035507453481553874,0.15751396722165217,2.957874225254683,0.11852799748337575,2.5535624563912664,1.0009901523590088,train
106,42,0.04104952582600961,0.17285968136541746,2.353238013470046,0.1020523322406942,3.9689837089398194,1.003316879272461,train
107,42,0.03793441281032983,0.06341760024371722,2.9070174631110604,0.11654926166806882,3.744990690978109,1.001736044883728,train
108,42,0.038572326738005744,0.07825484396617781,3.8438353611740417,0.12523147201322432,2.8634522469264567,0.9999020099639893,train
